X,Y,completeness,is_in_health_zone,amenity,speciality,addr_full,operator,water_source,changeset_id,opening_hours,operational_status,source,emergency,name,wheelchair,url,dispensing,operator_type
-72.50957106,18.50843533,10,,hospital,,,,,11112005,,,,,Centre de Santé de Christianville,,,,
,,13,,hospital,,,,,16724243,,open,"WorldView-2, DigitalGlobe, 2010-01-18",,,,,,
-71.99624512,18.92525673,13,,hospital,,,Dr Saint Luc Raumilus,,3987677,,,,,COMPLEXE MEDICO SOCIAL EDUCATIF DE CANGE,,,,
-72.27498187,18.64453724,17,,pharmacy,,,,,46473336,,,survey,,Den Phama,,,yes,
-72.18001457,19.72817566,13,,clinic,,,,,15788874,,,survey,,Clinic Dentiste,,,,
-72.77092668,18.42859066,17,,hospital,,,,,16677898,,open,CNIGS/OIM/FOCS,,CLINIQUE DE LA METROPOLE,,,,
-72.14036867,18.91919343,10,,hospital,,,,,11480479,,,,,Centre de Sante St Michel,,,,
-72.29562767,18.53824825,6,,dentist,,,,,17133509,,,,,,,,,
-72.89007208,19.60210287,17,,hospital,,,,,16677898,,open,hot_cosmha_iom,,dispensaire de figuier,,,,
-72.18986532,19.73405314,13,,pharmacy,,,,,25842713,,,survey; GPS; Bing,,,,,yes,
,,17,,pharmacy,,,,,33979156,,open,,,Pharmacie Alpha,,,,
-72.06362506,18.23785325,13,,hospital,,,MSPP,,4177495,,,,,CENTRE DE SANTE DE BELLE ANSE,,,,
-72.03134886,18.52822014,17,,hospital,,,,,16677898,,open,iom_cos_mha,,hospital,,,,
-73.74948554,18.19362236,13,,pharmacy,,,,,15830090,,,survey,,Pharmacie Shekina,,,,
-72.34721912,18.53296924,13,,pharmacy,,,,,72748035,,,,,Pharmacie Andréa,,,yes,
-71.73172591,19.55345556,17,,pharmacy,,,,,15909689,,,survey,,Pharmacie La Dignité,,,no,
-72.21179003,19.11279896,13,,hospital,,,SAVE THE CHILDREN,,4177495,,,,,BOIS - ROUGE,,,,
,,10,,hospital,,,,,16175260,,,,,Centre de sante Merlin,,,,
-72.21944514,19.73947899,17,,clinic,,,,,15829008,,,survey,,Clinic Sareptha,,,,private
-72.32603973,18.57204475,17,,pharmacy,,cite soleil entre route nationnale #1,,,16677898,,open,,,Pharmacie Acemy,,,,
-73.88750464,18.23451465,10,,hospital,,,,,43518076,,,,,Dispensaire de Ducis,,,,
-72.69264682,18.97906268,10,,hospital,,,,,11033901,,,,,Dr. Bolte's Clinic,,,,
-72.28065801,18.52548454,10,,hospital,,,,,9116753,,,,,Dispensaire-Laboratoire retraite Saint-Ane,,,,
-72.28284166,18.5691727,20,,pharmacy,,,,,33979156,,open,C-osm.ha/COOPI,,Technico Pharma,,,,
-73.43591184,18.3768537,10,,hospital,,,,,4177495,,,,,SSPE de Morisseaux,,,,
-72.51772003,19.26470998,13,,hospital,,,Soeurs de Charite d'Ottowa,,19553707,,,,,Dispensaire Sainte-Claire,,,,
-73.2411154,18.35881626,13,,hospital,,,,,11151500,,,http://haiti.sahanafoundation.org/prod/hms/hospital,,Hospital Bethel Fonds-des-Nègres / Armée du Salut,,,,
-72.33189608,18.53991667,20,,dentist,,,,,41628173,,open,CNIGS/OIM/ FOCS,,Clinique Dentaire Carvonis,,,,private_for_profit
-72.31663247,18.5333378,10,,hospital,,,,,9338892,,,,,Turgeau Hospital Health Center SODEC,,,,
-72.28988012,18.51442026,13,,pharmacy,,,,,12896840,,,Bing,,Sainte Theresae,,,,
-72.30736317,18.54499267,13,,pharmacy,,,,,75398098,,,,,Pharmacie Alpha et l'Omega,,,,
-72.97990881,19.81035193,17,,hospital,,,,,27200823,,,survey,,Centre de sante Mission Chretienne Haiti,,,,ngo
-72.53745103,18.23647258,20,,pharmacy,,,,,15977439,24/7,,hot_c.osm-ha_iom,,vierge miracle,,,no,
-72.27502428,18.64451259,13,,pharmacy,,,,,46473336,,,Survey,,Yhave Nissi,,,,
-72.28089757,18.51404073,10,,hospital,,,,,25942442,,,,,Maternité de Pétion-Ville,,,,
-72.33743015,18.53196979,10,,hospital,,,,,10829123,,,,,FOSREF- J. DE CARREFOUR FEUILLE,,,,
-72.46390008,19.75397097,13,,hospital,,,MSPP/ICC (source: 2005_MSPP),,4177495,,,,,CSL de Port Margot,,,,
-72.27194008,18.65860668,13,,pharmacy,,,,,35850654,,,Survey,,Le Don divin,,,,
-72.34109103,18.53887748,13,,pharmacy,,,,,26409463,,,,,Marapharma,,,yes,
-72.02799912,19.61264747,17,,pharmacy,,,,,17302886,,,survey,,Le Divin Pharma,,,no,
-72.68039458,19.44352774,20,,pharmacy,,,,,16677898,,open,hot_cosmha_iom,,Meticuleux,,,yes,
-72.31556101,18.55096385,17,,doctors,,,,,16677898,Mo-Fr 08:30-20:00,,hot_cosmha_iom,,mayte,,,,
-72.04998921,19.48332083,17,,hospital,,,MSPP / EGLISE CATHOLIQUE,,4177495,,,Health Facility List provided by PAHO/WHO,,DISPENSAIRE DE DUPITY,,,,
-72.08194907,18.78505699,10,,hospital,,,,,4177495,,,,,Hôpital Eye Care,,,,
-73.12784186,19.83001704,10,,hospital,,,,,4177495,,,,,La Réserve,,,,
-73.82470482,18.49351345,10,,hospital,,,,,42659718,,,,,SSPE des Basses,,,,
-72.48056732,19.48373338,13,,hospital,,,INITIATIVE DEVELOPPEMENT,,6958633,,,,,HOPITAL TOUSSAINT LOUVERTURE,,,,
-73.74346708,18.19440498,13,,hospital,,,Sœurs de Saint François d'Assise (SFA),,42884253,,,,,Kay Timoun Bondye,,,,
-73.74974773,18.19642577,13,,pharmacy,,,,,27840227,,,,,Grace Divine Depot Pharma,,,yes,
-72.28140635,18.58702699,20,,pharmacy,,,,,33979156,,open,C-osm.ha/COOPI,,Provi Pharma,,,,
-72.52827293,18.54009369,10,,pharmacy,,,,,66905446,,,,,Pharmacie de Gressier,,,,
,,10,,hospital,,,,,34530473,,,,,H,,,,
-72.83300003,18.417,10,,hospital,,,,,3987677,,,,,CLINIQUE MEDICO-CHIRURGICALE DUGUE,,,,
-72.31925936,18.4983229,24,,hospital,,,MADAME DIL,,41628173,,open,CNIGS/GIS/DTM,,Sante Medical Mossanto Petit II,,,,government_facility-public
-72.23971828,18.59834616,24,,pharmacy,,,,,16677898,Mo-Fr 08:30-20:00,open,hot_iom_cosmha,,disp.marie louise de jesus,,,yes,
-73.75118262,18.19398186,17,,pharmacy,,,,,42631422,,,survey,,Pharmacie de l'Éternel,,,no,
-73.07611143,19.88013093,13,,hospital,,,UEBH,,4177495,,,,,DISPENSAIRE LACOMA,,,,
-72.29554201,18.54967706,10,,hospital,,,,,6386171,,,,,CENTRE MEDICO SOCIAL,,,,
,,10,,clinic,,,,,38564595,,,,,Clinic Center,,,,
-72.32597544,18.54938847,10,,hospital,,,,,6386171,,,,,FILLES CHARITE,,,,
-72.73785328,18.99703063,17,,hospital,,,Centre Hospitalier Victor Binckley de Pierre Payen,,16724243,,open,bing  with offset,,,,,,
-72.27705622,18.65166102,17,,clinic,,,,,39692534,,,Survey-ARC,,Clinique Dentaire,,,,private
-71.73243176,19.55249156,17,,pharmacy,,,,,18033612,,,surrvey,,Pharmacie la Paix,,,no,
-72.10655683,18.82769708,13,,hospital,,,,,15830090,,,survey,,ODECOM,,,,
,,13,,hospital,,,Etat,,65767988,,,Bing with offset,,,,,,
-72.98413245,18.35341932,10,,hospital,,,,,38431390,,,,,Clinic Espoir,,,,
-72.50420161,19.14926686,13,,hospital,,,,,4177495,,,2005 MSPP database with geocodes,,DP DE SEGUR,,,,
-73.19996503,18.455987,10,,hospital,,,,,4177495,,,,,SSPE de Beraca,,,,
-71.93466755,19.51780565,13,,hospital,,,MSPP (source: 2005_MSPP),,4177495,,,,,Dispensaire de Perches,,,,
-72.2849394,18.55621637,20,,pharmacy,,,,,41628173,,open,hot_cosmha_iom,,Pharmacie Hermalou,,,,private_for_profit
-72.33946352,18.53844732,13,,hospital,,,,,42272065,Mo-Sa 08:00-13:00,,,,Clinique Beaulieu,,,,
-72.27977188,18.55425525,20,,pharmacy,,,,,41628173,,closed,hot_cosmha_iom,,,yes,,,private_for_profit
-72.70053981,19.11276275,10,,doctors,,,,,24312956,,,,,CERBIO-LAB,,,,
,,20,,hospital,general;paediatrics;radiology;emergency;maternity;surgery;internal,,MSPP,,52833748,,,,,Hopital Saint-Michel,,,,
-71.72484077,19.55148179,13,,hospital,,,,,3670414,,,MINUSTAH GIS and UN Cartographic Section,,Universal Medical Centre,,,,
-72.58121143,19.22673677,10,,hospital,,,,,4177495,,,,,DISPENSAIRE SANOIX,,,,
-72.41313072,18.53218445,13,,hospital,,,AMAP,,15976286,,,,,Centre philadelphie médicale et dentaire,,,,
-72.44171343,18.7320972,13,,hospital,,,SADA,,4177495,,,,,CENTRE DE SANTE / BELLANGER,,,,
-72.61772627,19.87518444,10,,hospital,,,,,4177495,,,,,Côtes de Fer,,,,
-72.29385725,18.56689709,17,,hospital,,,,,16677898,Mo-Fr 08:30-20:00,,hot_iom_cosmha,,hopital H medicare,,,,
-71.95069601,18.86667896,10,,hospital,,,,,4177495,,,,,Dispensaire Pareidon (NF),,,,
-72.64692153,19.48307037,13,,hospital,,,,,7126557,,,hot_cosmha_iom,,missionnaire de la charite,,,,
-73.34381207,18.48481395,10,,hospital,,,,,8677388,,,,,Hôpital de l'Université d'État d'Haïti (HUEH),,,,
-72.22362997,19.72874127,17,,clinic,,,,,17739960,24/7,,survey,,Centre de Sante Jehovah Shamah,,,,
,,20,,hospital,,,DASH,,41628173,,,survey; google 2010-01-21,,DASH,,,,NGO
-72.68988105,19.45139432,20,,pharmacy,,,,,17612580,7:00-17:00,,hot_cosmha_iom,,phamacie jezu konnen,,,no,
-72.53801127,18.23862304,13,,hospital,,,,,16677898,,,iom_c-osm.ha,,Centre Hospitalier de Ristian Martinez,,,,
-72.33363885,18.54062477,20,,dentist,,,,,41628173,,open,CNIGS/OIM/ FOCS,,Clinique dentaire,,,,private_for_profit
-72.40300597,19.69885007,13,,hospital,,,HBS foundation,,26440123,,,,,Hopital le Bon Samaritain (HBS),,,,
-71.99213513,19.68469764,17,,hospital,,,,,19458424,,,survey,,Dispensaire de Jacquesyl,,,,public
-73.74453871,18.19748625,13,,pharmacy,,,,,15830090,,,survey,,,,,no,
-72.28340811,18.66929562,13,,pharmacy,,,,,35729595,,,Survey,,Sion Pharma,,,,
-73.88800001,18.12599993,10,,hospital,,,,,42884253,,,,,CHOSCAL-Centre Hospitalier Sainte-Catherine Laboure,,,,
-71.73333306,19.54999995,10,,hospital,,,,,3910148,,,,,OUANAMINTHE HOSPITAL OUANAMINTHE,,,,
-72.02552956,19.61286582,17,,pharmacy,,,,,16131610,,,survey,,Pharmacie de la paix,,,yes,
-72.00467974,18.80044583,10,,hospital,,,,,40529055,,,,,DISPENSAIRE DE SARAZIN,,,,
-72.33633003,18.56332984,17,,clinic,,,Private,,67727859,,,,,Clinique Medicale,,,,
-72.26461681,18.56036725,10,,pharmacy,,,,,16067001,Mo-Fr 08:30-14:00,,,,,,,,
-73.50000004,18.38799995,10,,hospital,,,,,3910148,,,,,MATERNITE ISAIE JEANTY,,,,
-73.29278003,18.37152893,13,,hospital,,,MSPP/EGLISE CATHOLIQUE,,8677119,,,,,Dispensaire de Bouzy,,,,
-73.75659197,18.19984802,17,,pharmacy,,,,,42614152,,,survey,,Ray Stan,,,no,
-73.94305,18.47144918,10,,hospital,,,,,49377705,,,,,HOPITAL SAINT AGNES DE BEAUMONT,,,,
-72.34214732,18.53944745,20,,dentist,,,,,41628173,,open,CNIGS/GIS /DTM,,Sourire clinique dentaire,,,,private_for_profit
-72.45991004,19.21837708,10,,hospital,,,,,75413174,,,,,CMPP,,,,
-72.29686945,18.67893858,20,,clinic,,,Jeandéus Pierre,,42445122,,,Survey-ARC,,Zanmi Lasanté,,,,private
-72.178579,19.72481594,17,,clinic,,,,,15787051,,,survey,,Clinique Medical le Lutherien,,,,private
-72.65954032,18.31439628,10,,hospital,,,,,3987677,,,,,DISPENSAIRE COMMUNAUTAIRE,,,,
,,13,,hospital,,,,,31930607,,,hot_OIM_che116,,Save the children,,,,
-72.25575152,18.66600463,13,,pharmacy,,,,,42435867,,,Survey-ARC,,Saindy Pharma,,,,
-72.30771815,18.59989933,17,,pharmacy,,port-au-prince cite soleil blanchard route Barbamcourt,,,72116092,,open,,,Lamain divine de Dieu Pharmacie,,,,
-72.26083917,18.66752855,13,,clinic,,,,,59596004,,,Survey-ARC,,Succès Centre De Santé,,,,
,,10,,hospital,,,,,60182183,,,,,,,,,
-72.27952872,18.60100247,20,,pharmacy,,,,,16677898,24/7,,hot_cosma_iom,,pharmacie bon prix,,,yes,
-72.55792005,19.16150293,13,,hospital,,,,,4177495,,,Health Facility List provided by PAHO/WHO,,DP DE MAUGE PLICHE,,,,
-72.25073537,18.65474313,17,,pharmacy,,,,,39429769,,,Survey-ARC,,Mayo Pharma,,,no,
-72.28868452,18.56849695,24,,pharmacy,,,,,16677898,Mo-Fr 08:30-20:00,open,hot_iom_cosmha,,Sam pharma,,,no,
-72.46736298,19.05060139,10,,hospital,,,,,14369501,,,,,HOPITAL DUMARSAIS ESTIME,,,,
-73.20000007,18.33333293,10,,hospital,,,,,3910148,,,,,DESSALINES HOSPITAL DESSALINES CLAIRE HEUREUSE,,,,
-72.31954166,18.59226735,6,,hospital,,,,,52474443,,,,,,,,,
-72.6978576,19.11139407,10,,hospital,,,,,24374528,,,,,Clinique Docteur Roger Larose,,,,
-72.39676631,18.54453518,10,,hospital,,,,,11122828,,,,,Killick,,,,
-72.36963602,18.52392777,10,,hospital,,,,,44184588,,,,,Centre de Santé du Bon Samaritain,,,,
-72.29415396,18.56455812,20,,pharmacy,,,,,16677898,Mo-Fr 08:30-20:00,,hot_iom_cosmha,,pharmacie secouriste,,,no,
-72.69681607,19.87248396,10,,hospital,,,,,4177495,,,,,Gaspard,,,,
,,24,,place_of_worship,dental,,,,33979156,,open,C-osm.ha/COOPI,,Eloim Rapha Clinique Bucco Dentaire,,,,
-73.09292998,18.40975267,10,,hospital,,,,,4177495,,,,,CENTRE DISPENSAIRE DE CHALON,,,,
-72.21627703,19.76727699,10,,hospital,,,,,15921712,,,,,Cap-Haitien Hospital Psychiatric,,,,
-72.64607831,18.98265583,13,,hospital,,,,,4177495,,,2005 MSPP database with geocodes,,DP DE GRESSOT,,,,
,,17,,pharmacy,,,,,26207807,Mo-Sa 08:00-20:00; Su 08:00-13:00,,GPS-adjusted Bing,,Obonsoins Pharmacie,,,,
-71.92063138,19.43488457,17,,hospital,,,MSPP,,4177495,,,Health Facility List provided by PAHO/WHO,,DISPENSAIRE DE VALLIERES,,,,
-72.33411544,18.59937663,20,,hospital,,Ouest_p-au-p_cité soleil_duvivier_village des rapatiés_rue l'union,,,23350068,,open,IOM_DRR,,Point de Conseil Nutrition pour Bébé (PNCB),,,,
-72.31536328,18.56171959,17,,clinic,,,,,41628173,,open,hot_cosmha_iom,,,,,,private_for_profit
-74.30104033,18.57884835,10,,clinic,,,,,39866673,,,,,Sant Sante (Mission Mennonite en Haiti),,,,
-72.22739806,18.66142828,13,,clinic,,,,,42435867,,,Survey-ARC,,Semesap Santé Plus,,,,
-72.33600472,18.56400173,17,,pharmacy,,pont rouge,,,16677898,,open,,,mini pharma,,,,
-73.39380753,19.70601265,10,,hospital,,,,,4177495,,,,,DISPENSAIRE DE DESFORGES,,,,
-72.2642501,18.65872545,17,,clinic,,,,,42435867,,,Survey-ARC,,La Renaissance de Jerusalem,,,,private
-72.4167714,19.70398884,10,,hospital,,,,,13484699,,,,,Dispansè komotè de ravin dè Roch,,,,
-72.70688726,19.46316042,17,,hospital,,,,,16677898,,restricted,hot_cosmha_iom,,centre de sante de la hatte rocher,,,,
-71.93565888,18.8317877,13,,hospital,,,Dr Wesler Lambert,,4177495,,,,,CDS de Las Cahobas (Unité de Maladie Infectueuse),,,,
-73.52187605,18.45349397,10,,hospital,,,,,4177495,,,,,SSPE de Plaisance,,,,
-71.98362356,19.06183397,10,,hospital,,,,,72706613,,,,,Centre de Santé de Marmont,,,,
-72.78286661,18.42356278,17,,pharmacy,,,,,26438561,,,Tdh,,CLIM-SED PHARMA,,,yes,
-72.24212573,18.52027963,10,,hospital,,,,,6386171,,,,,CENTRE DE SANTE HOSPITALIER DE PERNIER,,,,
-72.67478407,19.08023845,13,,hospital,,,,,11282222,,,2005 MSPP database with geocodes,,DP DE CHARETTE,,,,
-72.22523771,18.56380878,17,,hospital,,,,,16677898,,open,CNIGS/OIM/ FOCS,,CENTRE DE SANTE S.I.F/ONG,,,,
-72.4429625,18.54241925,10,,hospital,,,,,72750064,,,,,Centre Hospitalier,,,,
-72.69039561,19.45003537,13,,hospital,,"C/O 16, Rue Freres Simmonds, Cité Militaire Pap",,,8256945,,,,,Hospital Raboteau,,,,
-71.95289106,18.67477998,13,,hospital,,,,,15531477,,,hot_iom_c.osm-ha,,Centre de Sante Saint Pierre,,,,
-73.89222206,18.56722198,10,,hospital,,,,,3987677,,,,,CORAIL HOSPITAL CORAIL,,,,
-73.54632824,18.26203923,13,,pharmacy,,,,,15830090,,,survey,,Rx Pharmacy De Ainee,,,,
-73.05000005,19.63333292,10,,hospital,,,,,3910148,,,,,ANSE ROUGE HOSPITAL ANSE ROUGE (A.F.M.E.),,,,
-73.87527762,18.14583504,10,,hospital,,,,,42884253,,,,,Dispensaire d'Arniquet,,,,
-71.78108032,19.56109868,17,,hospital,,,,,35829311,,,surrvey,,Dispensaire de Dilaire,,,,public
-71.93969133,19.26846985,13,,hospital,,,Eglise Ste Famille,,30642163,,,,,Dispensaire Ste Famille de Cerca-Carvajal,,,,
-72.61,18.53799998,10,,hospital,,,,,6385826,,,,,CENTRE LAKAY DE MARIANI,,,,
-72.24224727,18.66238625,17,,pharmacy,,,,,42435867,,,Survey-ARC,,Pharmacie Messager du Tres haut,,,yes,
-72.01418465,19.13739407,10,,pharmacy,,,,,72706613,,,,,,,,yes,
-72.64650093,19.30079298,13,,hospital,,,,,3905927,,,Sahana,,Hospital Bon Berger,,,,
-72.29545173,18.56632905,17,,pharmacy,,,,,16677898,Mo-Fr 08:30-20:00,,hot_iom_cosmha,,pharmacie de hatt4,,,,
-72.02390498,19.33817945,20,,hospital,,,CBP,,42884253,,,survey,,Centre de Santé La Victoire,,,,community
-73.35471668,18.29910937,13,,hospital,,,,,16066894,,,survey,,George's Clinic,,,,
-72.39597464,18.53865888,10,,clinic,,,,,69323576,,,,,Centre Materno Médical de Notre-Dame du Perpétuel Secours,,,,
-73.74987396,18.19491988,13,,pharmacy,,,,,10967466,,,survey,,Ideale pharmacie,,,,
-72.38864701,18.53211588,10,,hospital,,,,,11112005,,,,,FOSREF-LAKAY CARREFOUR,,,,
-72.64047543,19.20681533,13,,hospital,,,,,11139998,,,2005 MSPP database with geocodes,,CENTRE MEDICAL DE LA RHEMA,,,,
-72.26165825,18.65365826,17,,hospital,,,,,42435867,,,Survey-ARC,,Centre Materno Infantile et de récupération Nutritionnelle,,,,public
-72.51502315,18.77228515,13,,pharmacy,,,,,15830090,,,survey,,Lele Pharma,,,,
-72.25150684,18.60516585,13,,doctors,,,,,16677898,,,hot-iom-cosmha,,clinique medical,,,,
-72.25397682,18.63328319,17,,hospital,,,,,16677898,,open,CNIGS_IOM_FOCS,,CENTRE hOSPITALIER COMMUNAUTAIRE URGENCE,,,,
-72.34521006,18.71200292,13,,hospital,,,HAITI - MED,,13449147,,,,,CENTRE DE SANTE ST ANTOINE DE TITANYEN,,,,
-73.76639251,18.20272896,13,,pharmacy,,,,,42612714,,,survey,,Pharmacie Rosa,,,,
-73.86562318,18.31270062,10,,hospital,,,,,42884253,,,,,Centre de Santé Camp Perrin,,,,
-72.27772896,18.58605108,13,,pharmacy,,,,,16677898,,,hot_iom_cosmha,,provi pharma,,,,
-72.69261908,19.10562229,10,,doctors,,,,,10771264,,,,,Le Pivert,,,,
-74.02541008,18.24044996,10,,hospital,,,,,4177495,,,,,Damassin,,,,
-73.21766711,18.91541487,13,,hospital,,,COMMUNAUTAIRE,,4177495,,,,,DISPENSAIRE DE TOMARIN,,,,
-72.25127818,18.5714338,13,,hospital,,,NOS PETITS FRERES ET SOEURS,,25073239,,,,,Hôpital Saint Luc,,,,
,,17,,hospital,,,,,33463978,,open,Bing with offset,,Hôpital Saint Nicolas,,,,
-72.69965401,19.08461305,13,,hospital,,,Dr Guerda Victoie Dubuisson,,3987677,,,,,La SantT de vos Enfants,,,,
-73.65419152,18.08333286,13,,hospital,,,,,42884253,,,survey,,Centre de Santé Madame Bernard,,,,
-71.93602567,18.83129098,13,,pharmacy,,,,,27654892,,,"Bing, GPX",,La Deliverance Pharmacie,,,,
-72.94877373,18.23149398,10,,hospital,,,,,4177495,,,,,Dispensaire Saint Joseph,,,,
-72.21793673,19.65341889,10,,hospital,,,,,4177495,,,,,Disp St Yves de Thibault,,,,
-72.84234845,19.93630854,13,,hospital,,,LA COMMUNAUTE ET MSPP,,17304478,,,,,Centre de sante communautaire des Trois Rivieres,,,,
-72.30922672,18.56200214,13,,clinic,,,,,65969946,,open,,,,,,,private_for_profit
-72.64509922,19.2910082,10,,pharmacy,,,,,51966934,,,,,Judith Pharma,,,,
-72.23106011,18.57709175,10,,pharmacy,,,,,73695718,,,,,Pharmacie Coseco,,,,
-72.29482024,18.51677256,10,,pharmacy,,,,,17594983,,,,,CVS,,,,
-72.32593437,18.23166816,20,,pharmacy,,,,,16677898,24/7,,hot_c.osm-ha_iom,,dieu tout puissant pharmacie,,,no,
-73.61700001,18.56699994,10,,hospital,,,,,42794384,,,,,HOSPITAL ARMEE DU SALUT/CLINIC BETHEL,,,,
-71.83563536,19.37774598,17,,hospital,,,EGLISE CATHOLIQUE,,4177495,,,Health Facility List provided by PAHO/WHO,,CARICE STE - HELENE,,,,
-73.12784027,19.83001629,10,,hospital,,,,,4177495,,,,,Raymond,,,,
,,17,,hospital,,,MSPP,,7005230,,,hot_iom_c.osm-ha,,CENTRE DE SANTE DE THOMAZEAU,,,,
-74.37245172,18.48913147,13,,hospital,,,,,47133113,,,,yes,Potential site for Dispensary SICARD,,,,
-72.84084424,19.94011384,13,,pharmacy,,,,,60859620,,open,,,Pharmacie Clinique Medical,,,,
-71.95261815,18.76442653,10,,hospital,,,,,6588417,,,,,DISPENSAIRE DE COLOMBIER,,,,
-72.29226083,18.98605998,13,,hospital,,,,,3905927,,,Sahana Foundation,,Centre De Psychiatrie Et De Neurologie Mars,,,,
-72.33368403,18.53670766,10,,pharmacy,,,,,57053020,,,,,Pharmacie Saint Géraud,,,,
-72.21841693,19.73882923,17,,clinic,,,,,16218062,,,survey,,Clinique des Cités,,,,private
-72.31177172,18.55003547,17,,pharmacy,,,,,9434804,,,survey,,PharmaDis,,,yes,
-74.06369862,18.22927512,10,,hospital,,,,,4177495,,,,,DP DE DAMASSIN,,,,
-74.11217426,18.63760574,13,,hospital,,,MSPP - MSH,,43011376,,,,,Centre de santé de Sainte Hélène,,,,
-73.39753663,18.2807789,10,,pharmacy,,,,,15830090,,,,,Pharmac Guermax,,,,
-72.28960192,18.51191415,17,,dentist,,,,,68194607,Mo-Fr 09:00-19:00; Sa 09:00-13:00,,,,Belvedere Dental Clinic,,,,
,,13,,pharmacy,,,,,60702039,,,,,,,,yes,
-72.27112955,18.57638482,10,,pharmacy,,,,,7800094,,,survey,,,,,,
-72.33410295,18.5362775,6,,doctors,,,,,19253112,,,,,,,,,
-72.24894491,18.52927157,20,,hospital,,,,,41628173,,open,CNIGS/OIM/FOCS,,Medical Teams International,,,,private_for_profit
-72.62102874,18.37342299,13,,hospital,,,L'EGLISE EPISCOPALE / HOPITAL STE CROIX,,6385826,,,,,DISPENSAIRE PETIT HARPON,,,,
-72.70002432,19.10912526,10,,doctors,,,,,24337243,,,,,Optimed Clinique,,,,
-72.43008857,19.73700918,13,,hospital,,,EGLISE WESLEYEN D'HAITI,,4177495,,,,,CENTRE DE SANTE WESLEYEN DE FAUCHE,,,,
-74.23750107,18.63066896,10,,hospital,,,,,4177495,,,,,HHF de Bonbon,,,,
-72.77054488,18.42765172,17,,hospital,,,,,16677898,,open,CNIGS/OIM/FOCS,,Reference Laboratoire,,,,
-72.68159956,19.44157668,13,,pharmacy,,,,,33344944,,,hot_cosmha_iom,,,,,Uniphar,
-73.82469577,18.49350682,10,,hospital,,,,,42659718,,,,,SSPE Espwa de Pointe Sable,,,,
-72.2875222,18.51383705,13,,pharmacy,,,,,9415267,,,survey,,Multipharma pharmacy,,,,
-72.30659288,18.55651963,20,,hospital,,,,,41628173,,open,CNIGS/GIS/DTM,,cytimed,,,,private_for_profit
-72.16999895,19.57873857,10,,hospital,,,,,15819407,,,,,Hopital Grande Rivière du Nord,,,,
-72.25648938,18.66090424,13,,clinic,,,,,42383430,,,Survey-ARC,,,,,,private
-72.12469585,19.67158994,13,,pharmacy,,,,,16632196,,,survey,,Pharmacie Bethesda,,,,
-72.27788343,18.59339866,13,,hospital,,,,,6386171,,,http://groups.google.com/group/crisismappers/browse_thread/thread/2833c2d8fbe23c63#,,Orthopedic clinic,,,,
-73.22265418,18.47553368,13,,hospital,,,,,42703178,,,http://haiti.sahanafoundation.org/prod/hms/hospital;bing,,Centre de Santé la Visitation Petite Rivière de Nippes,,,,
-72.30500082,18.54723239,10,,hospital,,,,,9434804,,,,,Hôpital Unimed,,,,
-71.821034,19.35260194,10,,hospital,,,,,4177495,,,,,Dispensaire de Carice,,,,
-72.28832687,18.56597123,24,,pharmacy,,,,,16677898,Mo-Fr 08:30-20:00,open,hot_iom_cosmha,,Maude pharma,,,no,
-72.32849697,18.57435699,17,,hospital,,,,,33031654,,open,"CNIGS/FOCS/OIM,cosmha,drr:iom",,Centre chapi,,,,
-71.83853592,18.89270175,13,,hospital,,,,,16724243,,open,Bing With Offset,,,,,,
-72.2910654,18.58756393,20,,place_of_worship,,,,,33979156,,open,C-osm.ha/COOPI,,Eglise de Dieu de cazeau,,,,
-72.84671417,18.78889959,10,,hospital,,,,,4177495,,,,,CENTRE DE SANTE BILL RICE,,,,
-71.83685585,19.66234487,20,,pharmacy,,,,,16698076,6:00-21:00,,survey,,Pharmacie Elshaddai,,,no,
-72.28603274,18.56093069,24,,pharmacy,,,,,16677898,Mo-Fr 08:30-20:00,open,hot_cosmha_iom,,pharmacie et clinique louis pasteur,,,yes,
,,6,,hospital,,,,,14286971,,,,,,,,,
-72.34059423,18.52798268,13,,clinic,,,Pive,,30413092,,,,,"Clinic de l""Espoir",,,,
-72.30876312,18.55821889,20,,pharmacy,,,,,9067532,24/7,,hot_cosmha_iom,,Belancia,,,no,
-72.29297128,18.56091736,20,,hospital,,,,,41628173,,open,hot_cosmha_iom,,centre de sante familliale predoiller,,,,private_for_profit
-73.76149312,18.30056019,10,,hospital,,,,,14951637,,,,,Bur/Enic,,,,
-72.08194907,18.78505699,10,,hospital,,,,,4177495,,,,,Dispensaire Fonds Michel,,,,
-72.43141928,18.5152898,10,,hospital,,,,,6386171,,,,,CLINIQUE DE MORNE A CHANDELLE,,,,
-73.86274802,18.33107996,6,,clinic,,,,,29545322,,,,,,,,,
-72.32724002,18.58137993,13,,hospital,,,,,10342909,,,drr:iom,,Medical Center near R9,,,,
-72.18219395,19.7357172,13,,clinic,,,,,25842713,,,survey; GPS; Bing,,Clinique Docteur Alex G. Septimus ( C'DAGES),,,,
,,13,,hospital,,,DR GERARD JANVIER,,41192073,,,,,Centre Hospitalier de la Rue Berne,,,,
-72.28420884,18.54211876,10,,pharmacy,,,,,41089519,,,,,Pharmacie Bon Prix,,,,
-72.23431866,18.65636176,13,,clinic,,,,,36106479,,,Survey,,,,,,community
,,13,,hospital,,,,,12415054,,,http://haiti.sahanafoundation.org/prod/hms/hospital,,Hospital Frances,,,,
